,ticker,start_date,end_date,filing_date,fiscal_year,time_frame,source_filing_url
0001878897:2021:FY,DOUG,2021-01-01,2021-12-31,2022-03-31,2021,annual,https://api.polygon.io/v1/reference/sec/filings/0001878897-22-000011
0000029905:2009:FY,DOV,2009-01-01,2009-12-31,2010-02-19,2009,annual,https://api.polygon.io/v1/reference/sec/filings/0000950123-10-014502
0000029905:2010:FY,DOV,2010-01-01,2010-12-31,2011-02-11,2010,annual,https://api.polygon.io/v1/reference/sec/filings/0000950123-11-012422
0000029905:2011:FY,DOV,2011-01-01,2011-12-31,2012-02-10,2011,annual,https://api.polygon.io/v1/reference/sec/filings/0000029905-12-000008
0000029905:2012:FY,DOV,2012-01-01,2012-12-31,2013-02-15,2012,annual,https://api.polygon.io/v1/reference/sec/filings/0000029905-13-000014
0000029905:2013:FY,DOV,2013-01-01,2013-12-31,2014-02-14,2013,annual,https://api.polygon.io/v1/reference/sec/filings/0000029905-14-000012
0000029905:2014:FY,DOV,2014-01-01,2014-12-31,2015-02-13,2014,annual,https://api.polygon.io/v1/reference/sec/filings/0000029905-15-000007
0000029905:2015:FY,DOV,2015-01-01,2015-12-31,2016-02-12,2015,annual,https://api.polygon.io/v1/reference/sec/filings/0000029905-16-000064
0000029905:2016:FY,DOV,2016-01-01,2016-12-31,2017-02-10,2016,annual,https://api.polygon.io/v1/reference/sec/filings/0000029905-17-000011
0000029905:2017:FY,DOV,2017-01-01,2017-12-31,2018-02-09,2017,annual,https://api.polygon.io/v1/reference/sec/filings/0000029905-18-000013
0000029905:2018:FY,DOV,2018-01-01,2018-12-31,2019-02-15,2018,annual,https://api.polygon.io/v1/reference/sec/filings/0000029905-19-000019
0000029905:2019:FY,DOV,2019-01-01,2019-12-31,2020-02-14,2019,annual,https://api.polygon.io/v1/reference/sec/filings/0000029905-20-000011
0000029905:2020:FY,DOV,2020-01-01,2020-12-31,2021-02-12,2020,annual,https://api.polygon.io/v1/reference/sec/filings/0000029905-21-000010
0000029905:2021:FY,DOV,2021-01-01,2021-12-31,2022-02-11,2021,annual,https://api.polygon.io/v1/reference/sec/filings/0000029905-22-000009
0000029915:2011:FY,DOW,2011-01-01,2011-12-31,2012-02-15,2011,annual,https://api.polygon.io/v1/reference/sec/filings/0000029915-12-000008
0000029915:2012:FY,DOW,2012-01-01,2012-12-31,2013-02-15,2012,annual,https://api.polygon.io/v1/reference/sec/filings/0000029915-13-000014
0000029915:2013:FY,DOW,2013-01-01,2013-12-31,2014-02-14,2013,annual,https://api.polygon.io/v1/reference/sec/filings/0000029915-14-000011
0000029915:2014:FY,DOW,2014-01-01,2014-12-31,2015-02-13,2014,annual,https://api.polygon.io/v1/reference/sec/filings/0000029915-15-000011
0000029915:2015:FY,DOW,2015-01-01,2015-12-31,2016-02-12,2015,annual,https://api.polygon.io/v1/reference/sec/filings/0000029915-16-000066
0000029915:2016:FY,DOW,2016-01-01,2016-12-31,2017-02-09,2016,annual,https://api.polygon.io/v1/reference/sec/filings/0000029915-17-000011
0001751788:2019:FY,DOW,2019-01-01,2019-12-31,2020-02-07,2019,annual,https://api.polygon.io/v1/reference/sec/filings/0001751788-20-000007
0001751788:2020:FY,DOW,2020-01-01,2020-12-31,2021-02-05,2020,annual,https://api.polygon.io/v1/reference/sec/filings/0001751788-21-000010
0001751788:2021:FY,DOW,2021-01-01,2021-12-31,2022-02-04,2021,annual,https://api.polygon.io/v1/reference/sec/filings/0001751788-22-000011
0001286681:2012:FY,DPZ,2012-01-02,2012-12-30,2013-02-28,2012,annual,https://api.polygon.io/v1/reference/sec/filings/0001193125-13-081957
0001286681:2013:FY,DPZ,2012-12-31,2013-12-29,2014-02-25,2013,annual,https://api.polygon.io/v1/reference/sec/filings/0001193125-14-066092
0001286681:2014:FY,DPZ,2013-12-30,2014-12-28,2015-02-24,2014,annual,https://api.polygon.io/v1/reference/sec/filings/0001193125-15-059100
0001286681:2015:FY,DPZ,2014-12-29,2016-01-03,2016-02-25,2015,annual,https://api.polygon.io/v1/reference/sec/filings/0001193125-16-476935
0001286681:2017:FY,DPZ,2017-01-02,2017-12-31,2018-02-20,2017,annual,https://api.polygon.io/v1/reference/sec/filings/0001193125-18-049576
0001286681:2018:FY,DPZ,2018-01-01,2018-12-30,2019-02-21,2018,annual,https://api.polygon.io/v1/reference/sec/filings/0001193125-19-046191
0001286681:2019:FY,DPZ,2018-12-31,2019-12-29,2020-02-20,2019,annual,https://api.polygon.io/v1/reference/sec/filings/0001193125-20-042675
0001286681:2020:FY,DPZ,2019-12-30,2021-01-03,2021-02-25,2020,annual,https://api.polygon.io/v1/reference/sec/filings/0001193125-21-055734
0001286681:2022:FY,DPZ,2021-01-04,2022-01-02,2022-03-01,2022,annual,https://api.polygon.io/v1/reference/sec/filings/0000950170-22-002426
0000783280:2010:FY,DRE,2010-01-01,2010-12-31,2011-02-25,2010,annual,https://api.polygon.io/v1/reference/sec/filings/0001193125-11-047257
0000783280:2011:FY,DRE,2011-01-01,2011-12-31,2012-02-24,2011,annual,https://api.polygon.io/v1/reference/sec/filings/0000783280-12-000004
0000783280:2012:FY,DRE,2012-01-01,2012-12-31,2013-02-22,2012,annual,https://api.polygon.io/v1/reference/sec/filings/0000783280-13-000004
0000783280:2013:FY,DRE,2013-01-01,2013-12-31,2014-02-21,2013,annual,https://api.polygon.io/v1/reference/sec/filings/0001445305-14-000524
0000783280:2014:FY,DRE,2014-01-01,2014-12-31,2015-02-20,2014,annual,https://api.polygon.io/v1/reference/sec/filings/0000783280-15-000018
0001003410:2015:FY,DRE,2015-01-01,2015-12-31,2016-02-19,2015,annual,https://api.polygon.io/v1/reference/sec/filings/0000783280-16-000080
0000783280:2016:FY,DRE,2016-01-01,2016-12-31,2017-02-17,2016,annual,https://api.polygon.io/v1/reference/sec/filings/0000783280-17-000012
0000783280:2017:FY,DRE,2017-01-01,2017-12-31,2018-02-16,2017,annual,https://api.polygon.io/v1/reference/sec/filings/0000783280-18-000012
0000783280:2018:FY,DRE,2018-01-01,2018-12-31,2019-02-22,2018,annual,https://api.polygon.io/v1/reference/sec/filings/0000783280-19-000010
0000783280:2019:FY,DRE,2019-01-01,2019-12-31,2020-02-25,2019,annual,https://api.polygon.io/v1/reference/sec/filings/0000783280-20-000010
0000783280:2020:FY,DRE,2020-01-01,2020-12-31,2021-02-19,2020,annual,https://api.polygon.io/v1/reference/sec/filings/0000783280-21-000012
0000783280:2021:FY,DRE,2021-01-01,2021-12-31,2022-02-18,2021,annual,https://api.polygon.io/v1/reference/sec/filings/0000783280-22-000010
0001298946:2010:FY,DRH,2010-01-01,2010-12-31,2011-03-01,2010,annual,https://api.polygon.io/v1/reference/sec/filings/0000950123-11-020465
0001298946:2011:FY,DRH,2011-01-01,2011-12-31,2012-02-29,2011,annual,https://api.polygon.io/v1/reference/sec/filings/0001445305-12-000534
0001298946:2012:FY,DRH,2012-01-01,2012-12-31,2013-03-01,2012,annual,https://api.polygon.io/v1/reference/sec/filings/0001445305-13-000424
0001298946:2013:FY,DRH,2013-01-01,2013-12-31,2014-02-25,2013,annual,https://api.polygon.io/v1/reference/sec/filings/0001298946-14-000021
0001298946:2014:FY,DRH,2014-01-01,2014-12-31,2015-02-27,2014,annual,https://api.polygon.io/v1/reference/sec/filings/0001298946-15-000019
0001298946:2015:FY,DRH,2015-01-01,2015-12-31,2016-02-29,2015,annual,https://api.polygon.io/v1/reference/sec/filings/0001298946-16-000112
0001298946:2016:FY,DRH,2016-01-01,2016-12-31,2017-02-27,2016,annual,https://api.polygon.io/v1/reference/sec/filings/0001298946-17-000012
0001298946:2017:FY,DRH,2017-01-01,2017-12-31,2018-02-27,2017,annual,https://api.polygon.io/v1/reference/sec/filings/0001298946-18-000010
0001298946:2018:FY,DRH,2018-01-01,2018-12-31,2019-02-27,2018,annual,https://api.polygon.io/v1/reference/sec/filings/0001298946-19-000025
0001298946:2019:FY,DRH,2019-01-01,2019-12-31,2020-02-28,2019,annual,https://api.polygon.io/v1/reference/sec/filings/0001298946-20-000032
0001298946:2020:FY,DRH,2020-01-01,2020-12-31,2021-03-01,2020,annual,https://api.polygon.io/v1/reference/sec/filings/0001298946-21-000013
0001298946:2021:FY,DRH,2021-01-01,2021-12-31,2022-02-22,2021,annual,https://api.polygon.io/v1/reference/sec/filings/0001298946-22-000010
0000940944:2010:FY,DRI,2009-06-01,2010-05-30,2010-07-23,2010,annual,https://api.polygon.io/v1/reference/sec/filings/0001193125-10-165061
0000940944:2011:FY,DRI,2010-05-31,2011-05-29,2011-07-22,2011,annual,https://api.polygon.io/v1/reference/sec/filings/0001193125-11-194810
0000940944:2012:FY,DRI,2011-05-30,2012-05-27,2012-07-20,2012,annual,https://api.polygon.io/v1/reference/sec/filings/0000940944-12-000031
0000940944:2013:FY,DRI,2012-05-28,2013-05-26,2013-07-19,2013,annual,https://api.polygon.io/v1/reference/sec/filings/0000940944-13-000027
0000940944:2014:FY,DRI,2013-05-27,2014-05-25,2014-07-18,2014,annual,https://api.polygon.io/v1/reference/sec/filings/0000940944-14-000064
0000940944:2015:FY,DRI,2014-05-26,2015-05-31,2015-07-24,2015,annual,https://api.polygon.io/v1/reference/sec/filings/0000940944-15-000039
0000940944:2016:FY,DRI,2015-06-01,2016-05-29,2016-07-25,2016,annual,https://api.polygon.io/v1/reference/sec/filings/0000940944-16-000116
0000940944:2017:FY,DRI,2016-05-30,2017-05-28,2017-07-21,2017,annual,https://api.polygon.io/v1/reference/sec/filings/0000940944-17-000027
0000940944:2018:FY,DRI,2017-05-29,2018-05-27,2018-07-20,2018,annual,https://api.polygon.io/v1/reference/sec/filings/0000940944-18-000050
0000940944:2019:FY,DRI,2018-05-28,2019-05-26,2019-07-19,2019,annual,https://api.polygon.io/v1/reference/sec/filings/0000940944-19-000025
0000940944:2020:FY,DRI,2019-05-27,2020-05-31,2020-07-24,2020,annual,https://api.polygon.io/v1/reference/sec/filings/0000940944-20-000046
0000940944:2022:FY,DRI,2021-05-31,2022-05-29,2022-07-22,2022,annual,https://api.polygon.io/v1/reference/sec/filings/0000940944-22-000042
0001042893:2010:FY,DRQ,2010-01-01,2010-12-31,2011-02-28,2010,annual,https://api.polygon.io/v1/reference/sec/filings/0001193125-11-047940
0001042893:2011:FY,DRQ,2011-01-01,2011-12-31,2012-02-27,2011,annual,https://api.polygon.io/v1/reference/sec/filings/0001193125-12-078769
0001042893:2012:FY,DRQ,2012-01-01,2012-12-31,2013-02-28,2012,annual,https://api.polygon.io/v1/reference/sec/filings/0001193125-13-081240
0001042893:2013:FY,DRQ,2013-01-01,2013-12-31,2014-02-28,2013,annual,https://api.polygon.io/v1/reference/sec/filings/0001193125-14-073575
0001042893:2014:FY,DRQ,2014-01-01,2014-12-31,2015-02-27,2014,annual,https://api.polygon.io/v1/reference/sec/filings/0001193125-15-066987
0001042893:2015:FY,DRQ,2015-01-01,2015-12-31,2016-02-25,2015,annual,https://api.polygon.io/v1/reference/sec/filings/0001193125-16-476825
0001042893:2016:FY,DRQ,2016-01-01,2016-12-31,2017-02-28,2016,annual,https://api.polygon.io/v1/reference/sec/filings/0001042893-17-000004
0001042893:2017:FY,DRQ,2017-01-01,2017-12-31,2018-02-27,2017,annual,https://api.polygon.io/v1/reference/sec/filings/0001042893-18-000003
0001042893:2018:FY,DRQ,2018-01-01,2018-12-31,2019-02-27,2018,annual,https://api.polygon.io/v1/reference/sec/filings/0001042893-19-000003
0001042893:2019:FY,DRQ,2019-01-01,2019-12-31,2020-02-27,2019,annual,https://api.polygon.io/v1/reference/sec/filings/0001564590-20-007447
0001042893:2020:FY,DRQ,2020-01-01,2020-12-31,2021-02-25,2020,annual,https://api.polygon.io/v1/reference/sec/filings/0001564590-21-008917
0001042893:2021:FY,DRQ,2021-01-01,2021-12-31,2022-02-23,2021,annual,https://api.polygon.io/v1/reference/sec/filings/0000950170-22-001780
0001804745:2021:FY,DRVN,2020-12-27,2021-12-25,2022-03-18,2021,annual,https://api.polygon.io/v1/reference/sec/filings/0001628280-22-006676
0001831617:2021:FY,DSEY,2021-01-01,2021-12-31,2022-03-11,2021,annual,https://api.polygon.io/v1/reference/sec/filings/0001628280-22-005909
0001807120:2021:FY,DSGN,2021-01-01,2021-12-31,2022-03-10,2021,annual,https://api.polygon.io/v1/reference/sec/filings/0000950170-22-003369
0001642453:2017:FY,DSKE,2017-01-01,2017-12-31,2018-03-16,2017,annual,https://api.polygon.io/v1/reference/sec/filings/0001558370-18-002217
0001642453:2018:FY,DSKE,2018-01-01,2018-12-31,2019-03-08,2018,annual,https://api.polygon.io/v1/reference/sec/filings/0001558370-19-001728
0001642453:2019:FY,DSKE,2019-01-01,2019-12-31,2020-03-10,2019,annual,https://api.polygon.io/v1/reference/sec/filings/0001558370-20-002328
0001642453:2020:FY,DSKE,2020-01-01,2020-12-31,2021-02-26,2020,annual,https://api.polygon.io/v1/reference/sec/filings/0001558370-21-001921
0001642453:2021:FY,DSKE,2021-01-01,2021-12-31,2022-02-23,2021,annual,https://api.polygon.io/v1/reference/sec/filings/0000950170-22-001690
0001828791:2021:FY,DSP,2021-01-01,2021-12-31,2022-03-10,2021,annual,https://api.polygon.io/v1/reference/sec/filings/0001564590-22-009695
0001773383:2020:FY,DT,2019-04-01,2020-03-31,2020-05-27,2020,annual,https://api.polygon.io/v1/reference/sec/filings/0001773383-20-000053
0001773383:2021:FY,DT,2020-04-01,2021-03-31,2021-05-28,2021,annual,https://api.polygon.io/v1/reference/sec/filings/0001773383-21-000054
0001773383:2022:FY,DT,2021-04-01,2022-03-31,2022-05-26,2022,annual,https://api.polygon.io/v1/reference/sec/filings/0001773383-22-000053
0001870600:2021:FY,DTC,2021-01-01,2021-12-31,2022-03-30,2021,annual,https://api.polygon.io/v1/reference/sec/filings/0001870600-22-000009
0000936340:2009:FY,DTE,2009-01-01,2009-12-31,2010-02-23,2009,annual,https://api.polygon.io/v1/reference/sec/filings/0000950123-10-015829
0000936340:2010:FY,DTE,2010-01-01,2010-12-31,2011-02-18,2010,annual,https://api.polygon.io/v1/reference/sec/filings/0000950123-11-015771
0000936340:2011:FY,DTE,2011-01-01,2011-12-31,2012-02-16,2011,annual,https://api.polygon.io/v1/reference/sec/filings/0000936340-12-000004
0000936340:2012:FY,DTE,2012-01-01,2012-12-31,2013-02-20,2012,annual,https://api.polygon.io/v1/reference/sec/filings/0000936340-13-000028
0000936340:2013:FY,DTE,2013-01-01,2013-12-31,2014-02-14,2013,annual,https://api.polygon.io/v1/reference/sec/filings/0000936340-14-000014
0000936340:2014:FY,DTE,2014-01-01,2014-12-31,2015-02-13,2014,annual,https://api.polygon.io/v1/reference/sec/filings/0000936340-15-000014
0000936340:2015:FY,DTE,2015-01-01,2015-12-31,2016-02-10,2015,annual,https://api.polygon.io/v1/reference/sec/filings/0000936340-16-000243
0000936340:2016:FY,DTE,2016-01-01,2016-12-31,2017-02-09,2016,annual,https://api.polygon.io/v1/reference/sec/filings/0000936340-17-000064
0000936340:2017:FY,DTE,2017-01-01,2017-12-31,2018-02-16,2017,annual,https://api.polygon.io/v1/reference/sec/filings/0000936340-18-000082
0000936340:2018:FY,DTE,2018-01-01,2018-12-31,2019-02-07,2018,annual,https://api.polygon.io/v1/reference/sec/filings/0000936340-19-000086
0000936340:2019:FY,DTE,2019-01-01,2019-12-31,2020-02-05,2019,annual,https://api.polygon.io/v1/reference/sec/filings/0000936340-20-000127
0000936340:2020:FY,DTE,2020-01-01,2020-12-31,2021-02-19,2020,annual,https://api.polygon.io/v1/reference/sec/filings/0000936340-21-000112
0000936340:2021:FY,DTE,2021-01-01,2021-12-31,2022-02-10,2021,annual,https://api.polygon.io/v1/reference/sec/filings/0000936340-22-000077
0001842022:2021:FY,DTM,2021-01-01,2021-12-31,2022-02-25,2021,annual,https://api.polygon.io/v1/reference/sec/filings/0001842022-22-000006
0001326160:2009:FY,DUK,2009-01-01,2009-12-31,2010-02-26,2009,annual,https://api.polygon.io/v1/reference/sec/filings/0001193125-10-043083
0000020290:2011:FY,DUK,2011-01-01,2011-12-31,2012-02-28,2011,annual,https://api.polygon.io/v1/reference/sec/filings/0001193125-12-085533
0000017797:2012:FY,DUK,2012-01-01,2012-12-31,2013-03-01,2012,annual,https://api.polygon.io/v1/reference/sec/filings/0001326160-13-000009
0001326160:2013:FY,DUK,2013-01-01,2013-12-31,2014-02-28,2013,annual,https://api.polygon.io/v1/reference/sec/filings/0001326160-14-000003
0001326160:2014:FY,DUK,2014-01-01,2014-12-31,2015-03-02,2014,annual,https://api.polygon.io/v1/reference/sec/filings/0001326160-15-000008
0000017797:2015:FY,DUK,2015-01-01,2015-12-31,2016-02-25,2015,annual,https://api.polygon.io/v1/reference/sec/filings/0001326160-16-000221
0001326160:2016:FY,DUK,2016-01-01,2016-12-31,2017-02-24,2016,annual,https://api.polygon.io/v1/reference/sec/filings/0001326160-17-000016
0001326160:2017:FY,DUK,2017-01-01,2017-12-31,2018-02-21,2017,annual,https://api.polygon.io/v1/reference/sec/filings/0001326160-18-000034
0001326160:2018:FY,DUK,2018-01-01,2018-12-31,2019-02-28,2018,annual,https://api.polygon.io/v1/reference/sec/filings/0001326160-19-000057
0001326160:2019:FY,DUK,2019-01-01,2019-12-31,2020-02-20,2019,annual,https://api.polygon.io/v1/reference/sec/filings/0001326160-20-000034
0001326160:2020:FY,DUK,2020-01-01,2020-12-31,2021-02-25,2020,annual,https://api.polygon.io/v1/reference/sec/filings/0001326160-21-000063
0001326160:2021:FY,DUK,2021-01-01,2021-12-31,2022-02-24,2021,annual,https://api.polygon.io/v1/reference/sec/filings/0001326160-22-000072
0001562088:2021:FY,DUOL,2021-01-01,2021-12-31,2022-03-04,2021,annual,https://api.polygon.io/v1/reference/sec/filings/0001562088-22-000039
0001819928:2021:FY,DV,2021-01-01,2021-12-31,2022-03-08,2021,annual,https://api.polygon.io/v1/reference/sec/filings/0001558370-22-003061
0000927066:2009:FY,DVA,2009-01-01,2009-12-31,2010-02-25,2009,annual,https://api.polygon.io/v1/reference/sec/filings/0001193125-10-040773
0000927066:2011:FY,DVA,2011-01-01,2011-12-31,2012-02-24,2011,annual,https://api.polygon.io/v1/reference/sec/filings/0001193125-12-077942
0000927066:2012:FY,DVA,2012-01-01,2012-12-31,2013-03-01,2012,annual,https://api.polygon.io/v1/reference/sec/filings/0001193125-13-085450
0000927066:2013:FY,DVA,2013-01-01,2013-12-31,2014-02-21,2013,annual,https://api.polygon.io/v1/reference/sec/filings/0001193125-14-062565
0000927066:2014:FY,DVA,2014-01-01,2014-12-31,2015-02-26,2014,annual,https://api.polygon.io/v1/reference/sec/filings/0001564590-15-001035
0000927066:2015:FY,DVA,2015-01-01,2015-12-31,2016-02-26,2015,annual,https://api.polygon.io/v1/reference/sec/filings/0001564590-16-013587
0000927066:2016:FY,DVA,2016-01-01,2016-12-31,2017-02-24,2016,annual,https://api.polygon.io/v1/reference/sec/filings/0001564590-17-002409
0000927066:2017:FY,DVA,2017-01-01,2017-12-31,2018-02-23,2017,annual,https://api.polygon.io/v1/reference/sec/filings/0000927066-18-000030
0000927066:2018:FY,DVA,2018-01-01,2018-12-31,2019-02-22,2018,annual,https://api.polygon.io/v1/reference/sec/filings/0000927066-19-000025
0000927066:2019:FY,DVA,2019-01-01,2019-12-31,2020-02-21,2019,annual,https://api.polygon.io/v1/reference/sec/filings/0000927066-20-000014
0000927066:2020:FY,DVA,2020-01-01,2020-12-31,2021-02-12,2020,annual,https://api.polygon.io/v1/reference/sec/filings/0000927066-21-000008
0000927066:2021:FY,DVA,2021-01-01,2021-12-31,2022-02-11,2021,annual,https://api.polygon.io/v1/reference/sec/filings/0000927066-22-000012
0001029142:2011:FY,DVAX,2011-01-01,2011-12-31,2012-03-12,2011,annual,https://api.polygon.io/v1/reference/sec/filings/0001193125-12-109647
0001029142:2012:FY,DVAX,2012-01-01,2012-12-31,2013-03-08,2012,annual,https://api.polygon.io/v1/reference/sec/filings/0001193125-13-098862
0001029142:2013:FY,DVAX,2013-01-01,2013-12-31,2014-03-10,2013,annual,https://api.polygon.io/v1/reference/sec/filings/0001564590-14-000660
0001029142:2014:FY,DVAX,2014-01-01,2014-12-31,2015-03-05,2014,annual,https://api.polygon.io/v1/reference/sec/filings/0001564590-15-001348
0001029142:2015:FY,DVAX,2015-01-01,2015-12-31,2016-03-08,2015,annual,https://api.polygon.io/v1/reference/sec/filings/0001564590-16-014217
0001029142:2016:FY,DVAX,2016-01-01,2016-12-31,2017-03-13,2016,annual,https://api.polygon.io/v1/reference/sec/filings/0001564590-17-004119
0001029142:2017:FY,DVAX,2017-01-01,2017-12-31,2018-03-08,2017,annual,https://api.polygon.io/v1/reference/sec/filings/0001564590-18-004917
0001029142:2018:FY,DVAX,2018-01-01,2018-12-31,2019-02-27,2018,annual,https://api.polygon.io/v1/reference/sec/filings/0001564590-19-004888
0001029142:2019:FY,DVAX,2019-01-01,2019-12-31,2020-03-11,2019,annual,https://api.polygon.io/v1/reference/sec/filings/0001564590-20-010075
0001029142:2020:FY,DVAX,2020-01-01,2020-12-31,2021-02-25,2020,annual,https://api.polygon.io/v1/reference/sec/filings/0001564590-21-008833
0001029142:2021:FY,DVAX,2021-01-01,2021-12-31,2022-02-28,2021,annual,https://api.polygon.io/v1/reference/sec/filings/0000950170-22-002289
0001090012:2011:FY,DVN,2011-01-01,2011-12-31,2012-02-24,2011,annual,https://api.polygon.io/v1/reference/sec/filings/0001193125-12-077085
0001090012:2012:FY,DVN,2012-01-01,2012-12-31,2013-02-21,2012,annual,https://api.polygon.io/v1/reference/sec/filings/0001193125-13-068817
0001090012:2013:FY,DVN,2013-01-01,2013-12-31,2014-02-28,2013,annual,https://api.polygon.io/v1/reference/sec/filings/0001193125-14-076267
0001090012:2014:FY,DVN,2014-01-01,2014-12-31,2015-02-20,2014,annual,https://api.polygon.io/v1/reference/sec/filings/0001193125-15-056497
0001090012:2015:FY,DVN,2015-01-01,2015-12-31,2016-02-17,2015,annual,https://api.polygon.io/v1/reference/sec/filings/0001193125-16-466687
0001090012:2016:FY,DVN,2016-01-01,2016-12-31,2017-02-15,2016,annual,https://api.polygon.io/v1/reference/sec/filings/0001564590-17-001607
0001090012:2017:FY,DVN,2017-01-01,2017-12-31,2018-02-21,2017,annual,https://api.polygon.io/v1/reference/sec/filings/0001564590-18-002582
0001090012:2018:FY,DVN,2018-01-01,2018-12-31,2019-02-20,2018,annual,https://api.polygon.io/v1/reference/sec/filings/0001564590-19-003382
0001090012:2019:FY,DVN,2019-01-01,2019-12-31,2020-02-19,2019,annual,https://api.polygon.io/v1/reference/sec/filings/0001564590-20-005182
0001090012:2020:FY,DVN,2020-01-01,2020-12-31,2021-02-17,2020,annual,https://api.polygon.io/v1/reference/sec/filings/0001564590-21-006239
0001090012:2021:FY,DVN,2021-01-01,2021-12-31,2022-02-16,2021,annual,https://api.polygon.io/v1/reference/sec/filings/0001564590-22-005321
0000826675:2011:FY,DX,2011-01-01,2011-12-31,2012-03-02,2011,annual,https://api.polygon.io/v1/reference/sec/filings/0000826675-12-000011
0000826675:2012:FY,DX,2012-01-01,2012-12-31,2013-03-08,2012,annual,https://api.polygon.io/v1/reference/sec/filings/0000826675-13-000006
0000826675:2013:FY,DX,2013-01-01,2013-12-31,2014-03-04,2013,annual,https://api.polygon.io/v1/reference/sec/filings/0000826675-14-000014
0000826675:2014:FY,DX,2014-01-01,2014-12-31,2015-03-12,2014,annual,https://api.polygon.io/v1/reference/sec/filings/0000826675-15-000006
0000826675:2015:FY,DX,2015-01-01,2015-12-31,2016-03-08,2015,annual,https://api.polygon.io/v1/reference/sec/filings/0000826675-16-000037
0000826675:2016:FY,DX,2016-01-01,2016-12-31,2017-03-15,2016,annual,https://api.polygon.io/v1/reference/sec/filings/0000826675-17-000011
0000826675:2017:FY,DX,2017-01-01,2017-12-31,2018-03-05,2017,annual,https://api.polygon.io/v1/reference/sec/filings/0000826675-18-000005
0000826675:2018:FY,DX,2018-01-01,2018-12-31,2019-02-27,2018,annual,https://api.polygon.io/v1/reference/sec/filings/0000826675-19-000012
0000826675:2019:FY,DX,2019-01-01,2019-12-31,2020-02-25,2019,annual,https://api.polygon.io/v1/reference/sec/filings/0000826675-20-000013
0000826675:2020:FY,DX,2020-01-01,2020-12-31,2021-03-01,2020,annual,https://api.polygon.io/v1/reference/sec/filings/0000826675-21-000015
0000826675:2021:FY,DX,2021-01-01,2021-12-31,2022-02-28,2021,annual,https://api.polygon.io/v1/reference/sec/filings/0000826675-22-000006
0001688568:2018:FY,DXC,2017-04-01,2018-03-31,2018-05-29,2018,annual,https://api.polygon.io/v1/reference/sec/filings/0001688568-18-000036
0001688568:2019:FY,DXC,2018-04-01,2019-03-31,2019-06-13,2019,annual,https://api.polygon.io/v1/reference/sec/filings/0001688568-19-000055
0001688568:2020:FY,DXC,2019-04-01,2020-03-31,2020-06-01,2020,annual,https://api.polygon.io/v1/reference/sec/filings/0001688568-20-000032
0001688568:2021:FY,DXC,2020-04-01,2021-03-31,2021-05-28,2021,annual,https://api.polygon.io/v1/reference/sec/filings/0001688568-21-000029
0001688568:2022:FY,DXC,2021-04-01,2022-03-31,2022-05-26,2022,annual,https://api.polygon.io/v1/reference/sec/filings/0001688568-22-000027
0001093557:2011:FY,DXCM,2011-01-01,2011-12-31,2012-02-23,2011,annual,https://api.polygon.io/v1/reference/sec/filings/0001193125-12-075640
0001093557:2012:FY,DXCM,2012-01-01,2012-12-31,2013-02-21,2012,annual,https://api.polygon.io/v1/reference/sec/filings/0001193125-13-069590
0001093557:2013:FY,DXCM,2013-01-01,2013-12-31,2014-02-20,2013,annual,https://api.polygon.io/v1/reference/sec/filings/0001093557-14-000028
0001093557:2014:FY,DXCM,2014-01-01,2014-12-31,2015-02-25,2014,annual,https://api.polygon.io/v1/reference/sec/filings/0001093557-15-000040
0001093557:2015:FY,DXCM,2015-01-01,2015-12-31,2016-02-23,2015,annual,https://api.polygon.io/v1/reference/sec/filings/0001093557-16-000432
0001093557:2016:FY,DXCM,2016-01-01,2016-12-31,2017-02-28,2016,annual,https://api.polygon.io/v1/reference/sec/filings/0001093557-17-000048
0001093557:2017:FY,DXCM,2017-01-01,2017-12-31,2018-02-27,2017,annual,https://api.polygon.io/v1/reference/sec/filings/0001093557-18-000018
0001093557:2018:FY,DXCM,2018-01-01,2018-12-31,2019-02-21,2018,annual,https://api.polygon.io/v1/reference/sec/filings/0001093557-19-000041
0001093557:2019:FY,DXCM,2019-01-01,2019-12-31,2020-02-13,2019,annual,https://api.polygon.io/v1/reference/sec/filings/0001093557-20-000029
0001093557:2020:FY,DXCM,2020-01-01,2020-12-31,2021-02-11,2020,annual,https://api.polygon.io/v1/reference/sec/filings/0001093557-21-000024
0001093557:2021:FY,DXCM,2021-01-01,2021-12-31,2022-02-14,2021,annual,https://api.polygon.io/v1/reference/sec/filings/0001093557-22-000014
0000813298:2013:FY,DXLG,2012-01-29,2013-02-02,2013-03-15,2013,annual,https://api.polygon.io/v1/reference/sec/filings/0001193125-13-109386
0000813298:2014:FY,DXLG,2013-02-03,2014-02-01,2014-03-17,2014,annual,https://api.polygon.io/v1/reference/sec/filings/0001193125-14-102442
0000813298:2015:FY,DXLG,2014-02-02,2015-01-31,2015-03-25,2015,annual,https://api.polygon.io/v1/reference/sec/filings/0001564590-15-001969
0000813298:2016:FY,DXLG,2015-02-01,2016-01-30,2016-03-18,2016,annual,https://api.polygon.io/v1/reference/sec/filings/0001564590-16-015060
0000813298:2017:FY,DXLG,2016-01-31,2017-01-28,2017-03-20,2017,annual,https://api.polygon.io/v1/reference/sec/filings/0001564590-17-004804
0000813298:2018:FY,DXLG,2017-01-29,2018-02-03,2018-03-23,2018,annual,https://api.polygon.io/v1/reference/sec/filings/0001564590-18-006679
